SCC,Fat,Protein,900.815134,905.995846,909.876158,913.751992,917.62335,921.490231,925.352636,929.210564,934.347504,938.194986,942.037992,945.87652,949.710573,953.540148,957.365247,962.458415,966.273068,970.083245,973.888945,977.690168,981.486914,986.542279,990.32858,994.110404,997.887752,1001.660622,1005.429016,1009.192934,1014.204527,1017.957998,1021.706994,1025.451512,1029.191554,1032.927119,1036.658207,1041.626028,1045.346671,1049.062837,1052.774526,1056.481739,1060.184475,1065.114493,1068.806783,1072.494597,1076.177934,1079.856794,1083.531178,1087.201085,1092.08733,1095.746792,1099.401776,1103.052284,1106.698316,1110.33987,1113.976948,1118.819422,1122.446054,1126.06821,1129.685889,1133.299091,1136.907817,1141.712487,1145.310767,1148.90457,1152.493897,1156.078747,1159.65912,1163.235017,1167.995915,1171.561366,1175.12234,1178.678838,1182.230859,1185.778403,1190.501498,1194.038597,1197.571219,1201.099364,1204.623032,1208.142224,1211.656939,1216.336262,1219.840532,1223.340325,1226.835641,1230.32648,1233.812843,1237.294729,1241.93028,1245.401721,1248.868685,1252.331172,1255.789182,1259.242716,1263.840464,1267.283552,1270.722164,1274.156298,1277.585957,1281.011138,1284.431843,1288.985819,1292.396078,1295.80186,1299.203166,1302.599995,1305.992347,1309.380223,1313.890427,1317.267857,1320.64081,1324.009287,1327.373287,1330.73281,1335.205211,1338.554289,1341.89889,1345.239014,1348.574662,1351.905833,1355.232527,1359.661156,1362.977404,1366.289176,1369.596472,1372.89929,1376.197632,1379.491497,1383.876354,1387.159774,1390.438717,1393.713183,1396.983172,1400.248685,1404.595739,1407.850806,1411.101397,1414.347511,1417.589148,1420.826308,1424.058992,1428.362274,1431.584512,1434.802273,1438.015558,1441.224366,1444.428698,1447.628553,1451.888062,1455.077471,1458.262404,1461.44286,1464.618839,1467.790341,1472.012047,1475.173104,1478.329684,1481.481788,1484.629415,1487.772565,1490.911238,1495.089172,1498.2174,1501.341151,1504.460426,1507.575224,1510.685545,1514.825676,1517.925551,1521.02095,1524.111872,1527.198317,1530.280286,1533.357778,1537.454137,1540.521183,1543.583753,1546.641846,1549.695463,1552.744602,1555.789265,1559.841852,1562.876069,1565.90581,1568.931074,1571.951861,1574.968172,1578.982956,1581.988821,1584.990209,1587.987121,1590.979556,1593.967514,1596.950996,1600.922007,1603.895043,1606.863603,1609.827685,1612.787291,1615.74242,1618.693073,1622.620313,1625.56052,1628.49625,1631.427503,1634.35428,1637.27658,1641.166017,1644.077872,1646.985249,1649.888151,1652.786575,1655.680523,1658.569994,1662.415659,1665.294684,1668.169233,1671.039305,1673.904901,1676.76602,1679.622662,1683.424554,1686.270751,1689.11247,1691.949714,1694.78248,1697.61077,1701.374859
8881000,4.555,3.17,1.432292,1.422342,1.415025,1.429524,1.4338,1.436455,1.433016,1.45379,1.461802,1.45564,1.469459,1.481534,1.496809,1.510327,1.519734,1.538163,1.543328,1.549356,1.549169,1.547897,1.547484,1.540807,1.532871,1.535796,1.524198,1.517277,1.506089,1.502382,1.489837,1.478965,1.474066,1.462014,1.457916,1.446927,1.443702,1.433982,1.425154,1.422266,1.419649,1.417617,1.411806,1.41193,1.406381,1.408174,1.408014,1.412225,1.411038,1.412198,1.417115,1.418589,1.428233,1.428177,1.433632,1.439705,1.442074,1.454507,1.459406,1.470629,1.485581,1.504299,1.526442,1.568291,1.598584,1.624916,1.648625,1.674573,1.689008,1.696945,1.710301,1.714344,1.716662,1.718719,1.720485,1.727308,1.727224,1.736284,1.73569,1.739143,1.741649,1.735333,1.741659,1.740935,1.738872,1.730803,1.7275,1.724547,1.717099,1.716687,1.704943,1.708745,1.702581,1.699647,1.698431,1.696774,1.693413,1.695327,1.691851,1.694572,1.693867,1.697932,1.703379,1.705811,1.717818,1.720154,1.726618,1.740123,1.747559,1.76037,1.779128,1.791621,1.809829,1.82782,1.845759,1.866042,1.883997,1.90523,1.92394,1.934428,1.954873,1.970209,1.980362,2.000078,2.012499,2.038461,2.053257,2.075835,2.106947,2.135017,2.188675,2.227517,2.26692,2.313732,2.349552,2.395733,2.445121,2.464625,2.485232,2.472054,2.487465,2.498995,2.497263,2.495408,2.499249,2.511688,2.515602,2.513052,2.527341,2.521668,2.529606,2.514596,2.532077,2.51013,2.547676,2.509983,2.503817,2.528467,2.500202,2.489283,2.498935,2.491237,2.475134,2.480058,2.468805,2.471921,2.482359,2.463495,2.477925,2.440969,2.447417,2.443566,2.439541,2.415611,2.426018,2.404295,2.393378,2.402887,2.387046,2.362266,2.366422,2.34435,2.346774,2.347761,2.326564,2.338342,2.326155,2.321667,2.29244,2.302689,2.287375,2.298909,2.274381,2.257865,2.25888,2.257864,2.265471,2.241128,2.227735,2.24402,2.227577,2.233305,2.208401,2.229508,2.20278,2.201664,2.193754,2.199139,2.177196,2.197509,2.209499,2.180908,2.16141,2.154852,2.154956,2.155074,2.142775,2.124526,2.168181,2.16953,2.107516,2.108642,2.117899,2.112989,2.08277,2.149019,2.231297,2.45963,2.210461,2.318466
8881000,4.551,3.18,1.415992,1.401686,1.418059,1.425166,1.442598,1.444522,1.433783,1.450394,1.450724,1.462512,1.476331,1.475528,1.495347,1.505824,1.524432,1.539849,1.541354,1.542397,1.550059,1.547051,1.54553,1.542635,1.537918,1.533477,1.522795,1.513108,1.508021,1.500217,1.487217,1.4788,1.468778,1.463468,1.455676,1.446308,1.44189,1.436365,1.427517,1.422524,1.419953,1.412757,1.412339,1.410005,1.407509,1.408938,1.409149,1.407392,1.407997,1.40943,1.415468,1.418212,1.422901,1.429521,1.433438,1.438946,1.443922,1.451791,1.460375,1.469117,1.483185,1.502501,1.521881,1.562279,1.596221,1.626696,1.649994,1.672838,1.685856,1.689317,1.702054,1.707413,1.713599,1.721351,1.718454,1.7198,1.730662,1.736239,1.735465,1.742755,1.739152,1.738394,1.740176,1.73332,1.736977,1.732893,1.724704,1.722355,1.71429,1.717476,1.709584,1.703911,1.704512,1.699916,1.697378,1.697,1.693319,1.692049,1.693647,1.694391,1.696248,1.696869,1.703675,1.705402,1.70932,1.720036,1.727542,1.735643,1.746456,1.760213,1.778545,1.792585,1.80921,1.825755,1.842074,1.859603,1.884839,1.908304,1.915888,1.942912,1.94975,1.966633,1.980362,1.995315,2.009613,2.032406,2.049965,2.069895,2.097984,2.135017,2.179316,2.227159,2.272366,2.304062,2.355694,2.3964,2.441839,2.458542,2.469981,2.488605,2.496925,2.475713,2.499848,2.510433,2.486764,2.525315,2.516689,2.519215,2.523263,2.492996,2.509214,2.507005,2.515637,2.487318,2.51754,2.509617,2.511874,2.50299,2.48873,2.499193,2.517259,2.484771,2.49487,2.480774,2.469156,2.476038,2.472182,2.474276,2.462118,2.440625,2.457405,2.451033,2.412538,2.42172,2.403254,2.404966,2.39805,2.396923,2.382377,2.367591,2.380766,2.350725,2.348553,2.328234,2.32961,2.326167,2.303351,2.303932,2.302994,2.309205,2.276731,2.289773,2.286588,2.273701,2.266587,2.260409,2.254099,2.242328,2.262511,2.246007,2.230793,2.226873,2.217105,2.227563,2.209802,2.212803,2.192394,2.190511,2.177196,2.189803,2.169045,2.179581,2.153585,2.148846,2.181125,2.145438,2.134973,2.139303,2.136218,2.121729,2.156641,2.124154,2.112063,2.161984,2.181223,2.168208,2.162432,2.170974,2.263636,2.390094
3622000,3.186,3.21,1.445686,1.454351,1.445714,1.444534,1.463467,1.463266,1.471068,1.480357,1.488013,1.496264,1.507367,1.515366,1.52707,1.545314,1.566525,1.577431,1.590605,1.589035,1.59489,1.596894,1.591194,1.584785,1.580852,1.578994,1.566033,1.559298,1.556388,1.547544,1.534438,1.52649,1.52155,1.508784,1.504164,1.496655,1.489754,1.478214,1.469357,1.468405,1.463862,1.459409,1.455329,1.452928,1.452844,1.449536,1.452829,1.451399,1.453831,1.457155,1.461591,1.463068,1.466952,1.475602,1.479004,1.484587,1.48831,1.503181,1.508168,1.521396,1.533851,1.556071,1.580429,1.620418,1.65669,1.6942,1.712157,1.738118,1.753624,1.761154,1.771386,1.770627,1.781317,1.784483,1.789921,1.784415,1.794118,1.800396,1.809333,1.80711,1.804162,1.806637,1.801403,1.800752,1.805109,1.80019,1.791963,1.790103,1.787902,1.78344,1.778937,1.779332,1.779697,1.771508,1.774388,1.768095,1.763496,1.764552,1.764705,1.766299,1.766189,1.773949,1.773322,1.781122,1.787725,1.794147,1.801003,1.816762,1.826747,1.838285,1.860339,1.873713,1.892932,1.91016,1.92713,1.946787,1.970622,1.991868,2.00836,2.027301,2.043488,2.066149,2.08337,2.093192,2.104636,2.1177,2.145705,2.167466,2.191067,2.232573,2.270359,2.29743,2.343217,2.387954,2.435774,2.453383,2.480195,2.481112,2.476567,2.510004,2.514704,2.519428,2.512656,2.527289,2.52095,2.536722,2.532946,2.543041,2.544434,2.53589,2.540076,2.534557,2.546991,2.552632,2.518097,2.556901,2.550099,2.535469,2.538536,2.528987,2.533606,2.531004,2.513242,2.520343,2.508481,2.518115,2.522594,2.520296,2.496449,2.48623,2.508467,2.505606,2.481339,2.469744,2.476844,2.458708,2.462293,2.443697,2.449684,2.438889,2.460185,2.424767,2.414205,2.428033,2.429546,2.395691,2.398855,2.396321,2.408982,2.357213,2.351285,2.364291,2.355546,2.359826,2.344924,2.362969,2.349285,2.342513,2.338652,2.3412,2.336213,2.339523,2.323927,2.312647,2.29725,2.307295,2.304402,2.290361,2.266443,2.267671,2.290932,2.263917,2.287814,2.277779,2.254847,2.254549,2.289056,2.221825,2.307725,2.322194,2.232786,2.234089,2.309634,2.332796,2.388134,2.397855,2.335921,2.303509,2.34136,2.427611
3622000,3.184,3.2,1.453823,1.441488,1.445195,1.439905,1.466778,1.463368,1.466354,1.483148,1.490761,1.499504,1.511762,1.515927,1.530465,1.546033,1.559819,1.581014,1.583257,1.591623,1.588642,1.593565,1.594169,1.590436,1.581396,1.576075,1.566523,1.5623,1.552358,1.542391,1.534818,1.527226,1.514385,1.509361,1.502973,1.493997,1.487387,1.473456,1.468445,1.467101,1.46324,1.458021,1.457922,1.451831,1.450368,1.450071,1.450425,1.452859,1.456566,1.454574,1.460053,1.465189,1.46877,1.477425,1.48208,1.488707,1.493731,1.502815,1.507172,1.518909,1.535726,1.554109,1.58204,1.621778,1.655021,1.688981,1.715104,1.739462,1.750509,1.764138,1.768562,1.776153,1.780217,1.785063,1.792584,1.790334,1.797442,1.804755,1.802074,1.808849,1.808522,1.804741,1.812271,1.807103,1.799785,1.801102,1.7928,1.791382,1.787902,1.78344,1.782089,1.779499,1.773132,1.767048,1.768038,1.770268,1.765194,1.76357,1.764059,1.766299,1.765558,1.771735,1.775795,1.781645,1.783303,1.790261,1.802844,1.816327,1.830706,1.8393,1.858387,1.872792,1.891227,1.909858,1.925037,1.94322,1.973567,1.99552,2.009157,2.033208,2.045793,2.061873,2.07618,2.09565,2.109101,2.123344,2.145632,2.173509,2.195651,2.226952,2.271443,2.311001,2.344157,2.395447,2.425541,2.457205,2.456347,2.485704,2.490048,2.524999,2.515594,2.532426,2.52567,2.510255,2.520039,2.543405,2.554955,2.521411,2.525668,2.536652,2.537961,2.536086,2.537056,2.561532,2.547477,2.518297,2.53796,2.539013,2.530867,2.535872,2.521481,2.501305,2.530827,2.517212,2.491877,2.501974,2.518979,2.504213,2.503261,2.491606,2.491356,2.50176,2.479209,2.480959,2.466766,2.472809,2.447382,2.428145,2.476642,2.432055,2.442627,2.406498,2.435451,2.396814,2.413058,2.398748,2.407319,2.385607,2.375397,2.389195,2.381032,2.37946,2.370303,2.351507,2.370356,2.331801,2.36017,2.338852,2.347279,2.302811,2.328735,2.328552,2.286685,2.316442,2.301719,2.283361,2.291297,2.271763,2.292271,2.254669,2.271207,2.292752,2.293723,2.281961,2.253968,2.254243,2.239368,2.22705,2.323837,2.28994,2.276042,2.251733,2.315292,2.418508,2.205048,2.211299,2.461379,2.365657,2.461236,2.78061
1631000,1.178,2.46,1.56828,1.59776,1.545032,1.540848,1.586477,1.584939,1.593597,1.593215,1.608753,1.621042,1.63591,1.641344,1.659234,1.681096,1.70161,1.709001,1.728363,1.732794,1.743302,1.738369,1.737369,1.731738,1.726813,1.724809,1.711324,1.704404,1.697202,1.682258,1.678696,1.664567,1.656505,1.648677,1.645044,1.634399,1.62607,1.617884,1.609306,1.603528,1.603319,1.595183,1.593888,1.592801,1.59317,1.58888,1.596564,1.593252,1.597278,1.601511,1.606311,1.607397,1.615051,1.618066,1.624703,1.631025,1.634996,1.65087,1.663058,1.673982,1.692002,1.712025,1.748192,1.787932,1.824575,1.866726,1.891878,1.909918,1.932678,1.953314,1.961244,1.960084,1.959248,1.976141,1.964634,1.983558,1.9851,1.988256,1.984357,1.98126,1.979376,1.989326,1.982007,1.982944,1.975221,1.978952,1.97513,1.969837,1.966803,1.965923,1.961226,1.958083,1.956796,1.955626,1.951914,1.950256,1.944441,1.949434,1.943409,1.952837,1.958729,1.960903,1.963713,1.974473,1.982811,1.994834,2.005759,2.002599,2.031641,2.03574,2.058145,2.073659,2.091304,2.113599,2.129842,2.154137,2.185548,2.199888,2.216061,2.231454,2.25115,2.271821,2.278468,2.29506,2.310217,2.315923,2.346624,2.365005,2.38792,2.391755,2.428847,2.459851,2.469174,2.489878,2.514547,2.53357,2.548253,2.526471,2.548589,2.544313,2.543576,2.547745,2.553907,2.567943,2.571579,2.556691,2.599548,2.542463,2.554427,2.578216,2.5614,2.56705,2.561212,2.543126,2.572628,2.553044,2.573099,2.572065,2.560719,2.562449,2.55766,2.554639,2.564394,2.551682,2.570392,2.555327,2.551148,2.557442,2.547626,2.553368,2.541778,2.542287,2.547026,2.536468,2.541639,2.522027,2.562964,2.549943,2.530067,2.532938,2.525067,2.533205,2.539898,2.520891,2.531036,2.515017,2.518113,2.504621,2.49382,2.522993,2.486947,2.503166,2.554804,2.500903,2.47742,2.48419,2.453513,2.487518,2.473411,2.462099,2.464825,2.452876,2.527579,2.474109,2.483401,2.478858,2.45043,2.463835,2.477236,2.432364,2.491912,2.476215,2.487264,2.489637,2.396831,2.442437,2.433267,2.375616,2.388277,2.544852,2.477821,2.536137,2.560293,2.607769,2.784831,2.452617,2.533552,2.487333,3.59882,2.355563
1631000,1.166,2.47,1.568503,1.556588,1.549954,1.582553,1.581673,1.565328,1.594707,1.599601,1.610123,1.623153,1.632589,1.639103,1.658498,1.672111,1.694244,1.719092,1.73415,1.740191,1.734893,1.732741,1.730958,1.728917,1.723664,1.720453,1.710797,1.696966,1.692641,1.685508,1.6761,1.667143,1.657979,1.6457,1.638071,1.632344,1.624504,1.613761,1.608084,1.60492,1.59824,1.593883,1.596714,1.590621,1.592005,1.593426,1.593575,1.591765,1.595244,1.598885,1.604202,1.604349,1.60819,1.617658,1.622864,1.628634,1.639079,1.646216,1.654034,1.672151,1.684084,1.701882,1.736856,1.782035,1.82177,1.855006,1.891332,1.906656,1.935761,1.945925,1.948664,1.961277,1.959327,1.960627,1.959346,1.964399,1.976776,1.982425,1.983478,1.990627,1.989861,1.976685,1.98064,1.976105,1.963599,1.978373,1.966708,1.968252,1.962561,1.963333,1.953165,1.958966,1.952799,1.950265,1.954818,1.955026,1.943939,1.952791,1.942975,1.94914,1.953033,1.956536,1.96194,1.971063,1.975092,1.984574,1.994249,2.014626,2.023684,2.03191,2.057159,2.073278,2.094078,2.10717,2.131482,2.153388,2.175947,2.194628,2.216061,2.22951,2.242252,2.255795,2.28194,2.285213,2.302201,2.324316,2.340635,2.361503,2.374549,2.389043,2.419866,2.46292,2.481095,2.503268,2.495394,2.544321,2.536266,2.52865,2.558249,2.560762,2.546437,2.544676,2.545375,2.545017,2.556869,2.551759,2.573775,2.555165,2.569759,2.55934,2.565671,2.575358,2.55837,2.56317,2.560382,2.574163,2.53796,2.579596,2.541922,2.563505,2.589619,2.543272,2.557555,2.548528,2.551936,2.574524,2.562497,2.574061,2.552432,2.553813,2.536334,2.544727,2.532808,2.527872,2.541412,2.530913,2.541436,2.538538,2.525432,2.495189,2.543663,2.513379,2.515901,2.544646,2.51202,2.518035,2.531397,2.532583,2.51203,2.521344,2.500069,2.477401,2.484144,2.516487,2.496226,2.474613,2.512873,2.464291,2.457286,2.467796,2.477613,2.455647,2.465905,2.470019,2.431013,2.451263,2.444844,2.441317,2.444854,2.423553,2.449284,2.459485,2.388778,2.444607,2.50009,2.42035,2.428338,2.489744,2.477662,2.483732,2.414223,2.479805,2.458158,2.511208,2.493209,2.605317,2.677722,2.560831,2.705715,3.51007
450000,1.552,2.43,1.508454,1.541437,1.527447,1.541444,1.537561,1.54483,1.570097,1.564353,1.578002,1.59158,1.59941,1.609421,1.626675,1.649935,1.666723,1.682842,1.699369,1.705177,1.700401,1.699855,1.699646,1.697838,1.689913,1.681975,1.678195,1.670145,1.660831,1.647432,1.639406,1.628656,1.621702,1.614601,1.602688,1.594176,1.583734,1.576315,1.571806,1.567972,1.566025,1.558746,1.557245,1.549838,1.551401,1.554936,1.553693,1.554769,1.55895,1.557874,1.563942,1.570246,1.578095,1.584915,1.589888,1.597007,1.596573,1.609052,1.618417,1.630713,1.648836,1.678312,1.703052,1.748832,1.785362,1.829206,1.852441,1.882744,1.891115,1.901534,1.91333,1.921377,1.91941,1.922116,1.920866,1.926493,1.927138,1.943078,1.95268,1.94338,1.940578,1.944061,1.943478,1.93685,1.938902,1.935766,1.923978,1.930917,1.923746,1.924651,1.915487,1.914308,1.909718,1.900111,1.910377,1.904869,1.899355,1.905777,1.907427,1.908008,1.913201,1.917275,1.918694,1.927836,1.937735,1.943955,1.955198,1.965219,1.977996,1.996494,2.013462,2.027705,2.053746,2.068731,2.091573,2.117355,2.143448,2.154023,2.174225,2.202176,2.204532,2.219171,2.233373,2.257511,2.276241,2.286198,2.302971,2.327287,2.351329,2.357512,2.404449,2.444527,2.458641,2.477049,2.495561,2.530105,2.521377,2.520178,2.543649,2.567319,2.546055,2.554731,2.557051,2.552787,2.551552,2.570191,2.548079,2.575463,2.552449,2.578007,2.549818,2.559706,2.55918,2.558478,2.561201,2.56931,2.570553,2.593489,2.591877,2.558045,2.565059,2.560967,2.55103,2.573981,2.564882,2.565151,2.558973,2.543991,2.542872,2.523256,2.54574,2.5492,2.549518,2.547058,2.528413,2.533841,2.531515,2.519947,2.527049,2.494319,2.53006,2.496885,2.51022,2.522863,2.501141,2.486879,2.503732,2.487014,2.489322,2.484287,2.50597,2.458971,2.46124,2.482313,2.466033,2.468528,2.45653,2.439261,2.460753,2.458244,2.475718,2.452263,2.44684,2.4724,2.436783,2.460618,2.418923,2.460863,2.414719,2.397459,2.474693,2.401282,2.421447,2.385525,2.438183,2.422148,2.411041,2.412271,2.493106,2.389222,2.341362,2.393225,2.434104,2.442867,2.326733,2.316661,2.605434,2.59946,2.807704,2.534429
450000,1.549,2.42,1.529731,1.533184,1.530118,1.534637,1.550706,1.541751,1.556199,1.565685,1.574645,1.5869,1.597479,1.614712,1.621091,1.644639,1.658514,1.684017,1.69381,1.698211,1.692451,1.699224,1.695796,1.692802,1.684198,1.678934,1.670401,1.666439,1.654399,1.647643,1.638239,1.630911,1.622419,1.614638,1.603972,1.594976,1.585635,1.57535,1.5724,1.568136,1.557519,1.555972,1.554022,1.556207,1.550792,1.55206,1.550985,1.549384,1.5529,1.559148,1.562325,1.569578,1.575083,1.57982,1.586122,1.594096,1.601087,1.607291,1.614723,1.624901,1.650333,1.669742,1.70035,1.74987,1.784186,1.829147,1.853691,1.872111,1.89091,1.90279,1.913259,1.911968,1.91482,1.920817,1.919575,1.920829,1.933395,1.932481,1.943342,1.946921,1.940083,1.93721,1.938085,1.935706,1.927809,1.932045,1.919965,1.923658,1.920633,1.917145,1.911381,1.917567,1.908556,1.910039,1.912745,1.906174,1.907697,1.902413,1.905286,1.908254,1.909334,1.914101,1.919812,1.922452,1.935319,1.944253,1.953488,1.965577,1.97711,1.988724,2.010412,2.026449,2.04319,2.062439,2.086969,2.107548,2.134084,2.14914,2.172595,2.198221,2.209219,2.215826,2.245015,2.250783,2.256517,2.287611,2.302656,2.317179,2.350036,2.353104,2.399253,2.42759,2.461712,2.472274,2.48678,2.508838,2.508885,2.528832,2.547634,2.546979,2.554746,2.533356,2.555279,2.560299,2.554104,2.556691,2.555748,2.57339,2.553042,2.566833,2.529794,2.567667,2.565714,2.570828,2.5699,2.540299,2.554358,2.578512,2.567664,2.58986,2.571286,2.584318,2.540913,2.565403,2.56554,2.539433,2.562276,2.559872,2.543948,2.549377,2.5372,2.530717,2.528242,2.516032,2.542779,2.52556,2.532886,2.507108,2.51948,2.522145,2.54589,2.505283,2.487321,2.513334,2.540604,2.494222,2.517345,2.484591,2.466089,2.483281,2.498739,2.463193,2.473583,2.486406,2.464697,2.462526,2.469378,2.434423,2.460463,2.466891,2.413843,2.444969,2.41306,2.426472,2.421565,2.44043,2.463267,2.428071,2.435412,2.432364,2.446506,2.402019,2.476257,2.418355,2.435508,2.435413,2.408692,2.384022,2.414799,2.473988,2.390671,2.478911,2.440706,2.335583,2.69041,2.497802,2.350162,2.90387,2.903871,2.587674
884000,1.753,2.49,1.5153,1.529202,1.526351,1.545038,1.54628,1.553821,1.545701,1.557856,1.558677,1.577939,1.583337,1.601832,1.614542,1.635192,1.64872,1.669262,1.678239,1.688236,1.693494,1.687884,1.683399,1.680053,1.674855,1.673115,1.656799,1.653173,1.641302,1.636582,1.625289,1.609432,1.602323,1.597772,1.585885,1.578471,1.573393,1.563384,1.555474,1.547925,1.546034,1.540898,1.537386,1.537963,1.531749,1.534324,1.534582,1.539719,1.539917,1.542231,1.546002,1.550508,1.558601,1.565806,1.568656,1.571722,1.582555,1.591063,1.604181,1.614741,1.628556,1.651548,1.677809,1.72405,1.769997,1.807549,1.83363,1.856792,1.873302,1.885874,1.889695,1.893671,1.901197,1.902132,1.905769,1.908816,1.90951,1.911897,1.926155,1.919505,1.915377,1.913652,1.921239,1.915484,1.91547,1.910735,1.908264,1.897238,1.892657,1.893398,1.89196,1.891938,1.893776,1.882037,1.880911,1.882426,1.879127,1.875787,1.87936,1.883316,1.884012,1.885486,1.896966,1.901972,1.911266,1.919954,1.93137,1.939673,1.948395,1.970267,1.987067,2.003151,2.021471,2.041106,2.056345,2.08383,2.110437,2.124472,2.144189,2.167733,2.177112,2.194165,2.21353,2.231204,2.247764,2.264759,2.279495,2.297124,2.313138,2.369777,2.379194,2.412247,2.43179,2.473225,2.464873,2.500784,2.532221,2.510121,2.532828,2.536596,2.530834,2.550449,2.545184,2.558706,2.555287,2.544175,2.56884,2.560553,2.570375,2.536652,2.552784,2.557889,2.567776,2.579261,2.548272,2.536781,2.55497,2.552871,2.564283,2.578119,2.531232,2.56782,2.548323,2.570661,2.534437,2.538393,2.543885,2.546347,2.545675,2.528062,2.532885,2.538104,2.530845,2.520515,2.519454,2.506901,2.524726,2.500828,2.514956,2.510484,2.505422,2.512214,2.48134,2.499538,2.481535,2.50364,2.490775,2.472202,2.472021,2.467002,2.471957,2.466199,2.452953,2.451138,2.472775,2.409301,2.420119,2.444974,2.413519,2.434685,2.414938,2.426096,2.389821,2.43861,2.398215,2.435775,2.376314,2.4267,2.432548,2.444016,2.392987,2.392538,2.410022,2.41508,2.375409,2.390028,2.402644,2.387335,2.440718,2.457113,2.352882,2.368279,2.42668,2.783861,2.514319,2.477339,2.862448,2.548682,3.361459,3.229243
